B103 - MONDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,29,29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,29,29,29,9,0,0,0,0,0,12,29,4,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,29,4,0,0,0,0,0,0,0,0,44,58,58,58,58,58,58,58,58,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,29,29,3,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,29,9,17,29,29,29,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B103 - SUNDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,56,54,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,29,29,29,29,29,29,29,27,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,34,58,58,58,58,75,90,115,93,87,88,87,87,87,36,29,4,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,58,58,58,58,58,58,58,58,58,58,30,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,58,66,113,106,87,87,87,87,87,49,58,58,58,55,3,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - MONDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,14,0,12,66,34,29,55,91,58,40,86,36,37,31,29,0,0,25,29,29,29,29,29,29,29,4,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,29,58,58,57,33,24,13,93,80,82,87,87,91,104,248,136,64,58,58,58,58,58,46,29,19,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,5,29,29,36,58,45,7,32,29,18,29,36,119,107,63,116,123,86,74,203,237,198,145,156,109,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,18,31,29,16,0,18,167,127,69,42,80,89,127,351,235,131,145,126,68,29,29,29,29,29,29,27,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,29,29,37,10,20,42,116,88,65,88,119,127,105,191,102,2,0,3,29,29,29,29,29,29,29,29,29,14,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,8,29,29,29,29,49,29,22,29,10,34,57,61,121,205,174,120,173,219,195,145,128,116,116,130,136,76,58,60,28,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,29,29,29,29,29,29,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,0,20,37,62,60,64,136,82,127,233,202,191,203,290,212,98,128,145,145,136,113,24,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,8,29,29,29,29,45,53,29,29,29,30,58,53,61,89,74,156,198,138,124,259,239,116,129,116,131,163,126,97,17,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,49,87,92,172,116,133,199,332,278,279,280,243,137,90,87,109,74,21,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,22,3,38,84,113,102,116,181,232,127,125,282,279,211,158,178,162,174,174,174,154,69,30,29,29,29,29,1,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,15,24,0,0,0,9,108,118,61,107,115,110,170,229,290,378,386,350,347,314,290,277,186,105,58,58,33,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,30,29,49,60,60,130,143,222,221,236,373,472,493,516,470,344,268,258,253,233,157,116,116,64,13,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - TUESDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,58,58,2,59,488,398,468,346,242,251,164,88,24,1,29,10,20,29,29,52,58,58,58,58,58,49,47,24,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,223,273,381,321,528,440,489,381,345,308,193,107,7,32,58,58,52,5,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,41,87,141,229,256,469,476,580,453,232,261,164,67,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,20,29,29,5,0,0,0,0,0,0,0,0,0,0,0,20,29,55,270,422,492,498,589,544,507,357,297,324,175,158,96,44,29,29,14,0,0,8,83,145,145,154,89,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,47,88,120,160,237,312,471,483,587,427,234,196,129,154,145,93,151,123,161,203,203,203,213,210,172,145,103,87,62,51,4,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,29,41,78,159,252,381,445,510,398,202,165,109,145,254,232,257,261,205,199,185,145,123,70,58,58,84,87,70,44,16,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,23,29,29,29,29,29,29,41,87,87,87,73,58,58,58,58,58,32,8,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,116,203,231,500,507,543,423,526,432,160,131,178,116,13,13,129,116,66,58,58,58,58,58,12,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,36,91,87,127,355,418,492,426,385,272,123,151,123,110,100,92,139,141,116,123,87,98,116,107,39,6,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,29,44,118,271,322,482,384,358,237,58,76,59,67,74,91,142,140,125,145,118,72,57,29,39,37,29,29,29,29,29,3
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,60,95,165,171,281,269,429,259,144,133,85,76,58,66,87,87,81,196,202,231,216,91,76,40,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,50,79,116,93,180,264,377,370,316,193,107,132,115,64,58,65,114,124,142,116,103,70,58,58,58,43,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,34,59,94,205,234,334,357,348,241,122,77,91,140,181,201,330,318,185,125,116,101,116,88,22,19,29,29,29,29,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - WEDNESDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,418,368,45,86,88,114,99,120,376,339,108,54,58,30,29,29,29,29,29,29,25,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,41,29,29,29,112,404,394,94,139,103,119,150,165,459,384,135,58,58,58,39,29,29,8,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,22,0,0,27,119,302,248,101,62,72,77,102,171,376,279,104,104,101,35,18,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,29,21,29,35,122,232,220,252,232,212,213,220,232,371,316,207,123,60,79,77,1,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,43,74,93,102,57,73,89,75,59,92,132,286,290,186,117,89,108,73,29,51,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,95,99,136,150,50,75,139,220,229,185,261,270,206,286,267,254,226,184,171,103,61,58,58,36,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,58,60,86,108,111,116,94,87,34,29,29,29,29,29,29,29,29,29,29,29,29,29,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,29,48,87,65,89,99,70,29,53,115,266,269,205,231,195,121,135,166,126,65,29,29,28,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,3,38,55,62,145,94,2,5,74,87,88,109,203,203,170,193,149,199,207,110,13,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,29,35,10,60,74,58,96,87,111,159,197,250,234,171,134,112,86,111,64,51,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,28,28,29,13,25,120,122,61,58,82,139,117,128,168,174,25,69,83,84,96,115,106,99,87,49,10,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,29,29,70,68,112,90,18,44,140,217,204,170,349,414,312,244,260,260,182,112,84,58,54,29,29,4,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,44,51,58,132,93,66,77,142,232,323,232,184,159,155,159,116,104,95,141,145,131,110,29,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - THURSDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,29,29,29,23,89,407,322,506,341,234,152,121,174,122,87,89,87,30,7,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,99,269,247,378,283,147,127,123,57,29,16,76,50,34,32,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,80,470,577,321,15,72,345,340,418,346,263,290,236,124,73,2,45,68,58,29,29,16,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,145,499,580,332,67,152,380,351,451,373,297,288,120,58,86,154,214,232,237,266,261,160,111,87,87,86,58,32,29,29,25,22
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,71,365,530,473,216,259,329,413,423,381,201,214,221,236,165,55,103,126,116,105,62,58,58,58,58,49,29,29,29,29,5,0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,58,58,110,187,198,334,437,453,411,224,231,234,201,187,149,68,58,108,151,116,116,116,93,87,68,58,66,58,31,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,58,38,32,58,58,53,0,15,29,29,29,29,29,29,29,14,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,49,39,39,80,146,318,462,389,248,87,87,135,174,116,130,168,174,202,164,107,82,15,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,32,94,110,115,158,284,315,225,150,151,157,216,276,300,243,241,212,232,232,228,229,203,176,105,83,58,46,29,5,0
11,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,80,98,129,347,436,441,284,139,124,105,145,117,103,90,94,71,58,33,29,29,29,29,29,29,29,29,1,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,77,87,118,115,88,139,390,369,431,336,241,290,249,232,156,145,249,252,232,212,203,203,200,163,122,100,87,87,87,9,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,29,33,65,58,63,76,164,375,503,319,129,140,223,260,224,220,216,255,261,235,259,264,261,248,181,170,156,12,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - FRIDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,44,68,151,193,233,464,406,333,249,119,66,58,29,0,0,0,0,0,0,0,0,0,0,0,8,27,27,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,29,29,55,106,145,211,355,328,391,358,114,83,58,58,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,40,39,111,145,165,393,307,265,207,29,51,35,65,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,50,77,193,193,292,245,41,34,29,42,42,31,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,26,113,166,209,343,258,286,188,29,91,116,152,174,167,145,79,28,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,33,29,46,26,72,71,134,115,44,29,29,39,58,32,60,87,115,96,58,58,58,58,58,58,58,39,40,29,29
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,29,29,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,116,117,175,229,234,323,321,217,158,8,29,14,0,0,11,29,29,2,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,29,44,177,203,271,242,210,163,115,121,124,60,58,58,58,58,58,58,36,29,54,58,8,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,174,148,144,147,94,87,94,92,116,152,133,143,96,58,58,34,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,37,159,173,119,99,58,58,40,6,39,58,50,29,29,31,39,58,58,58,58,58,31,29,29,29,22
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,56,58,58,111,126,138,249,334,298,196,142,103,116,69,76,112,102,87,72,58,67,15,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,53,88,134,125,87,103,183,240,273,261,266,306,282,244,324,319,319,280,224,154,58,23,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - SATURDAY - 2019.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
